Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_359,907286289925,ABCDE4893F,2,93436,No,1,179003,Employed,18,Own,118529,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_639,422589039386,ABCDE7621F,1,5873,No,1,260928,Unemployed,65,Own,185382,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_328,881926240481,ABCDE2790F,0,7441,Yes,0,272860,Self-Employed,38,Rent,316453,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_667,779257379051,ABCDE3949F,4,20053,Yes,2,272867,Employed,52,Rent,195013,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_969,727557415188,ABCDE2630F,0,13672,No,1,258885,Employed,49,No Property,280070,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_662,829782956973,ABCDE4731F,4,21020,Yes,0,268083,Employed,35,Rent,162293,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_111,461648824446,ABCDE3907F,2,98256,Yes,2,58839,Self-Employed,55,Own,37911,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_680,487122315334,ABCDE1015F,4,96981,No,0,213862,Employed,42,Rent,332399,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_3,307253909137,ABCDE1714F,1,62002,No,1,283905,Employed,75,Own,112503,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_462,617396513894,ABCDE5067F,2,58791,Yes,1,98755,Unemployed,19,No Property,108351,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_616,363155096431,ABCDE3148F,1,29585,No,2,203975,Employed,53,Own,266269,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_946,873781523322,ABCDE6107F,5,52952,No,2,298859,Unemployed,41,No Property,350758,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_86,850463071639,ABCDE9572F,0,43133,Yes,2,288143,Unemployed,36,Rent,197283,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_471,252598816372,ABCDE4247F,1,45746,No,1,56545,Employed,51,Rent,69630,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_607,569851639393,ABCDE1341F,2,89583,No,1,187884,Employed,63,Own,155487,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_126,139671117521,ABCDE8983F,3,45675,No,0,106019,Employed,25,Rent,28363,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_101,216463559591,ABCDE1596F,4,77514,Yes,1,203954,Employed,52,No Property,309393,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_376,779896731502,ABCDE9231F,2,41372,No,2,243764,Unemployed,56,No Property,338710,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_471,674645423519,ABCDE6749F,2,36011,No,1,216996,Employed,64,Own,134872,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_791,876058218451,ABCDE9840F,3,50165,Yes,1,187610,Employed,75,No Property,371411,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_982,798625031074,ABCDE6755F,5,35542,Yes,1,273015,Employed,59,Own,148637,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_543,667832024413,ABCDE6710F,5,96918,No,0,227970,Employed,72,Rent,232801,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_670,670547424758,ABCDE1152F,3,39166,No,0,224012,Unemployed,25,No Property,192491,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_657,183260272123,ABCDE2563F,2,44717,Yes,2,184717,Employed,36,Rent,168672,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_82,581429345064,ABCDE9260F,5,39381,Yes,2,265256,Employed,32,No Property,208802,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_422,634258298670,ABCDE9409F,5,76145,Yes,1,109030,Employed,24,No Property,146783,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_947,272079144496,ABCDE2275F,2,65672,No,0,137427,Employed,35,Rent,22645,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_7,391617719871,ABCDE8686F,2,67025,Yes,1,120928,Self-Employed,74,Own,42648,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_233,760129711104,ABCDE6452F,5,40151,Yes,2,103513,Self-Employed,40,Rent,71789,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_817,358964860321,ABCDE9030F,5,71192,Yes,2,36177,Employed,18,Own,86043,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_890,981205063029,ABCDE7241F,2,74926,No,0,260899,Employed,27,Own,106915,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_789,945451732389,ABCDE7664F,1,46344,No,0,104293,Employed,41,No Property,52477,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_844,928649099004,ABCDE5621F,5,20302,Yes,0,81026,Employed,28,Rent,79463,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_164,843203305945,ABCDE5923F,5,46029,No,1,201205,Employed,54,No Property,388443,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_947,257059666056,ABCDE3105F,5,43870,No,0,141140,Employed,39,No Property,80015,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_113,202566644119,ABCDE7874F,0,89356,No,1,78691,Employed,21,No Property,120124,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_732,658463845663,ABCDE1805F,0,93223,Yes,2,152881,Self-Employed,57,No Property,189479,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_877,663852195077,ABCDE5155F,3,24594,No,2,67734,Unemployed,66,Rent,108186,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_804,945876405993,ABCDE4972F,0,33307,No,1,51743,Employed,30,Rent,64929,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_763,473468798344,ABCDE3848F,3,67124,No,1,87487,Employed,58,No Property,57609,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_665,497110521968,ABCDE1425F,1,65125,Yes,1,85534,Employed,49,No Property,81995,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_869,991479479507,ABCDE1992F,2,54910,No,2,69709,Employed,22,Rent,31691,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_516,103786211158,ABCDE7388F,4,57327,No,0,63554,Employed,46,No Property,135066,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_247,723049342351,ABCDE6939F,0,74413,Yes,2,226899,Employed,64,Own,249748,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_435,688820430392,ABCDE9322F,3,24675,Yes,1,267625,Employed,29,Rent,150139,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_810,191285380522,ABCDE6457F,1,23701,Yes,0,128990,Employed,66,Rent,24782,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_125,315140740357,ABCDE5554F,1,10952,No,2,274052,Self-Employed,54,Rent,344937,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_267,460064909183,ABCDE8926F,5,94073,No,2,202745,Employed,35,Rent,390344,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_677,446506310686,ABCDE3474F,4,63695,No,0,175527,Employed,44,Own,180022,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_783,265209746016,ABCDE8860F,3,15172,No,1,135826,Employed,18,No Property,42861,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_948,672326138362,ABCDE5295F,5,31869,No,2,123402,Employed,61,Rent,113463,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_332,367773543252,ABCDE9157F,1,82802,No,0,32219,Employed,19,No Property,65010,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_643,878615721342,ABCDE1560F,2,9959,Yes,1,92170,Employed,51,No Property,80654,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_746,241819320900,ABCDE2112F,5,72852,Yes,2,93275,Unemployed,19,Own,37612,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_293,621641637849,ABCDE5581F,2,78905,No,0,277836,Employed,25,No Property,162973,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_59,122311661138,ABCDE5846F,3,8009,Yes,1,109325,Employed,58,Own,147306,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_178,882306852390,ABCDE2903F,1,73065,No,0,180631,Self-Employed,72,Own,234741,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_215,908345169238,ABCDE1821F,4,75145,No,1,167359,Employed,57,No Property,144271,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_29,509733484558,ABCDE8828F,1,84894,Yes,1,61537,Employed,47,Rent,141360,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_778,586796573025,ABCDE2603F,5,37349,Yes,0,77799,Employed,53,Own,121653,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_315,137181167737,ABCDE8364F,5,30187,Yes,0,239298,Unemployed,58,No Property,193333,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_610,515371034832,ABCDE5844F,1,90405,Yes,1,178883,Self-Employed,60,Rent,164548,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_592,940693582072,ABCDE3183F,1,60513,No,2,41849,Employed,47,No Property,142353,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_927,143157244156,ABCDE7075F,5,71925,Yes,2,58937,Employed,74,Rent,43974,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_165,100547896719,ABCDE9937F,4,14378,Yes,0,298109,Employed,69,No Property,136098,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_182,833296375124,ABCDE4686F,1,77645,No,1,103804,Employed,50,Own,139933,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_617,115460360022,ABCDE1782F,0,72309,No,1,145924,Employed,66,Own,82902,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_564,579204655152,ABCDE8297F,4,43138,No,1,118424,Unemployed,22,Own,57280,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_510,283139167127,ABCDE8446F,5,39967,Yes,1,50757,Unemployed,30,Own,122852,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_246,214443789629,ABCDE4836F,5,27254,Yes,0,249132,Employed,70,No Property,185576,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_195,972836121711,ABCDE1963F,2,39021,No,0,106542,Self-Employed,49,Rent,136082,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_732,669751720990,ABCDE3170F,3,31322,No,1,66896,Self-Employed,24,No Property,65519,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_12,626745648149,ABCDE4419F,0,82056,Yes,0,213207,Self-Employed,27,Rent,109551,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_199,165474739571,ABCDE9426F,4,75655,No,0,178115,Employed,45,Own,334355,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_646,314093016147,ABCDE4845F,4,71323,No,0,292693,Employed,37,No Property,354375,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_300,540883545483,ABCDE8075F,1,11838,No,2,202893,Self-Employed,71,Rent,263420,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_639,789693928148,ABCDE6049F,3,6327,No,1,88450,Self-Employed,23,Rent,116493,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_173,773449208567,ABCDE4023F,3,92261,No,0,294708,Employed,21,Own,104318,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_282,325819868754,ABCDE1890F,1,20546,No,1,227860,Employed,57,Own,258743,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_457,632231532359,ABCDE1846F,0,29480,No,0,91910,Employed,54,Own,42874,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_171,404695269409,ABCDE7358F,1,31882,Yes,2,184394,Employed,21,No Property,113043,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_742,388044870114,ABCDE6229F,3,20929,Yes,0,37597,Employed,66,Rent,24876,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_61,374252579811,ABCDE5502F,5,96398,No,2,76409,Employed,33,No Property,76732,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_35,807859009253,ABCDE9656F,3,34030,Yes,2,253889,Employed,74,Rent,274994,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_228,293256831764,ABCDE6525F,5,57302,No,0,160972,Self-Employed,26,Rent,393777,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_615,403554905800,ABCDE5530F,0,50793,Yes,2,64635,Unemployed,68,Rent,42801,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_532,401663101395,ABCDE5310F,2,90971,No,2,118802,Self-Employed,26,No Property,40306,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_333,642924911912,ABCDE2982F,3,24705,Yes,2,242494,Employed,70,Rent,228031,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_89,924670997452,ABCDE1392F,0,62402,Yes,0,276299,Employed,19,No Property,392172,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_124,710183822176,ABCDE3567F,1,7420,No,0,281907,Employed,70,Own,382306,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_568,284143022889,ABCDE2418F,5,23023,Yes,1,210425,Employed,21,Own,216365,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_670,517386995738,ABCDE3034F,5,39090,No,1,65536,Employed,71,Own,82068,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_821,917663690378,ABCDE3415F,2,97434,No,0,59862,Self-Employed,36,Rent,103992,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_876,742649459845,ABCDE1557F,4,70796,No,2,205459,Employed,35,Own,327758,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_169,251893804582,ABCDE2005F,2,87279,No,0,255758,Employed,29,No Property,316904,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_616,967778898490,ABCDE8079F,5,62173,No,2,211859,Unemployed,19,No Property,225798,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_45,317121810827,ABCDE5239F,0,46284,No,0,280172,Employed,26,Rent,129581,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_534,192869068264,ABCDE8197F,5,31513,Yes,1,289483,Employed,69,Own,371814,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_247,297162288322,ABCDE8654F,0,12283,Yes,1,94914,Employed,41,No Property,45102,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_513,947414281780,ABCDE9534F,5,40518,No,2,200334,Unemployed,36,No Property,289433,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_136,581963827614,ABCDE2321F,3,72547,Yes,2,220744,Employed,30,Rent,354730,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_757,306927762632,ABCDE3246F,4,27456,Yes,1,107489,Employed,45,Own,149076,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_381,630443318494,ABCDE2463F,0,92769,No,0,96072,Employed,65,Own,105775,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_513,993061520779,ABCDE5639F,0,27341,Yes,0,287930,Employed,63,No Property,255028,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_910,196775763619,ABCDE4610F,3,60270,Yes,1,257139,Employed,52,No Property,130041,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_436,913374073719,ABCDE8672F,3,46568,Yes,2,156445,Employed,52,No Property,139075,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_535,459882543361,ABCDE4268F,2,84802,Yes,1,148183,Self-Employed,52,Rent,104078,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_244,122287236505,ABCDE1948F,1,16140,No,0,96284,Unemployed,18,Rent,62241,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_501,406888706313,ABCDE4057F,2,35513,Yes,1,250688,Employed,38,Rent,364862,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_924,910155456605,ABCDE2558F,2,41962,No,2,255700,Self-Employed,32,Rent,118141,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_773,346620935945,ABCDE1622F,2,20028,No,0,35883,Employed,55,No Property,44411,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_753,630966708088,ABCDE5623F,1,98244,No,1,80220,Employed,48,Own,37039,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_26,230107207072,ABCDE9697F,0,93186,Yes,2,33855,Employed,75,No Property,64852,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_683,788727236874,ABCDE1038F,5,6966,No,1,191575,Employed,58,No Property,213054,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_606,842717949292,ABCDE9685F,5,15657,No,1,190339,Self-Employed,61,No Property,245918,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_296,289530659761,ABCDE3900F,1,89456,Yes,2,40192,Employed,54,Own,79633,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_39,738254756009,ABCDE5344F,1,19845,Yes,0,141630,Employed,25,Own,85579,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_437,588942999373,ABCDE5378F,4,28789,Yes,2,119952,Employed,30,Own,136915,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_492,594752720775,ABCDE5537F,3,39829,No,0,234801,Employed,22,Own,287832,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_542,284900065082,ABCDE4934F,0,45202,No,1,225214,Employed,19,Own,251200,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_551,149805257196,ABCDE8024F,5,78581,Yes,2,78022,Employed,43,Rent,56549,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_134,106436525973,ABCDE3188F,4,7579,No,0,263218,Self-Employed,44,Rent,117432,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_827,228355711450,ABCDE5222F,0,10983,No,2,196560,Employed,61,Own,337595,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_635,234334695709,ABCDE2940F,0,46011,Yes,1,31846,Self-Employed,38,Rent,103378,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_798,283900776606,ABCDE7569F,0,61619,No,1,151689,Employed,36,No Property,220440,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_944,112324024612,ABCDE3659F,2,61699,Yes,0,86728,Employed,44,Rent,126023,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_428,743651224453,ABCDE1061F,0,42892,No,0,79890,Employed,38,Rent,118114,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_490,350745591934,ABCDE3647F,2,94911,No,1,161055,Self-Employed,18,Own,130328,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_553,329953848371,ABCDE1993F,2,5381,Yes,1,193450,Unemployed,21,No Property,271208,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_845,684967460676,ABCDE5079F,0,39708,Yes,0,248260,Employed,27,No Property,277281,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_563,431115521840,ABCDE7510F,5,97390,Yes,0,151278,Employed,57,Own,218484,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_973,983691073431,ABCDE5870F,4,55183,Yes,0,108043,Employed,74,Rent,89603,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_365,231940259056,ABCDE1358F,2,16197,No,1,157851,Employed,27,Rent,193724,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_166,354827902672,ABCDE2004F,4,84076,Yes,2,183973,Employed,52,Own,260771,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
